Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Tajikistan,138.4291467,171.0480646,190.0026776,237.7573352,311.6272313,340.5831832,408.8384135,526.6432883,715.8657063,676.1235111,749.5524123,847.3824321,969.2961039,1048.225602,1104.172358,978.4049812,807.1025861,848.6723799,853.2188734,890.5444024,852.8309878
Turkmenistan,643.1754381,774.482152,967.8874353,1283.908782,1453.917784,1704.41538,2136.472101,2600.368758,3904.465301,4036.456805,4439.202128,5649.962106,6675.178055,7304.285771,7962.244925,6432.685325,6387.682575,6587.092604,6967.375043,7612.03518,0
Timor-Leste,415.0859486,529.7781659,508.8405861,517.8269684,453.5133127,464.5459387,446.4665297,523.7376349,614.435755,676.6190754,806.4143493,936.4485956,1024.172508,1210.035655,1232.450336,1332.791856,1353.754934,1299.494635,1249.138351,1583.713576,1442.730738
Tonga,2091.113009,1839.086867,1845.669127,2030.775469,2301.654115,2594.418739,2873.076637,2910.145122,3331.546555,3006.606344,3527.952342,4002.813771,4581.783245,4428.146521,4354.24436,4336.239603,4157.877249,4513.432531,4740.700272,4903.012138,4624.823449
South Asia (IDA & IBRD),453.2376041,455.8580189,469.712186,538.711136,613.9477974,691.6926172,774.8637986,959.3051264,959.4612494,1041.980211,1257.499508,1368.916304,1366.059425,1383.316909,1496.014996,1543.048131,1696.739629,1911.329754,1944.006635,1987.56834,1875.441391
Trinidad_and_Tobago,6435.134212,6939.828471,7053.087371,8807.866068,10293.86925,12327.28071,14102.59329,16539.89075,21204.00818,14514.24061,16683.39306,19034.12071,19171.21082,20162.73321,20290.51971,18383.5387,16241.41096,16747.9067,17139.18567,17123.11629,15285.94049
Tunisia,2211.835015,2253.034852,2344.396907,2760.405122,3111.374381,3193.204358,3369.924443,3776.332046,4307.580023,4128.463959,4344.619418,4479.921629,4361.684338,4444.847488,4543.992276,4094.841602,3924.349092,3687.780316,3690.896932,3571.945048,3597.218525
Turkiye,4337.478003,3142.920998,3687.956093,4760.104019,6101.632117,7456.296101,8101.856924,9791.88245,10941.17215,9103.474051,10742.77498,11420.55546,11795.63346,12614.78161,12157.99043,11006.27952,10894.60338,10589.66772,9454.348443,9121.515167,8536.43332
Tuvalu,1605.005484,1473.415878,1755.689985,2000.875637,2309.540089,2291.638236,2381.536424,2783.981029,3090.04815,2696.316441,3051.440078,3688.637453,3662.101658,3559.54408,3532.278312,3316.664522,3706.329903,3978.676452,4156.305128,4652.350846,4668.818743
Tanzania,410.9523621,406.5387573,411.9723206,431.2797241,459.2593079,492.6313477,485.4974365,552.8394775,687.3904419,695.2168579,743.4036865,781.4338989,867.8574829,970.3995972,1030.077637,947.9333496,966.5029907,1004.906616,1042.838745,1085.884888,1076.469727
Uganda,261.8691416,239.473127,245.5000403,254.3012043,296.0142675,333.7315763,349.2171001,403.6637446,474.5179496,799.9658963,822.5393725,832.5690782,790.1314506,810.090395,883.5287445,847.2676289,736.5598474,746.8307529,770.6007843,798.5857341,822.0276815
Ukraine,658.3486328,807.8019409,911.9111328,1087.785645,1416.60376,1894.470825,2391.323975,3197.934326,4066.547852,2639.391602,3078.429932,3704.824951,4004.804443,4187.739746,3104.643311,2124.662354,2187.730469,2638.326172,3096.561768,3661.456299,3751.740723
Upper middle income,1971.42288,1964.549339,1962.961787,2181.085954,2595.089146,3095.984785,3652.253349,4493.652377,5443.192664,5205.206847,6300.085412,7556.48342,8031.93621,8551.336135,8746.265703,8149.75184,8041.062324,8834.526226,9448.634854,9548.200238,9166.460854
Uruguay,6875.025469,6284.45968,4090.891888,3624.205685,4120.544205,5226.9441,5887.845162,7026.503055,9091.079039,9451.932449,11992.02377,14236.715,15171.58017,16973.68924,16831.94819,15613.74597,16715.63347,18690.89384,18703.86029,17688.01501,15418.81531
United_States,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59914.7778,62805.25376,65094.79943,63027.67953
Uzbekistan,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1742.349256,2051.129515,2267.623275,2419.718703,2628.460008,2753.971072,2704.677188,1916.764642,1597.068337,1784.009816,1749.655815
Venezuela,4842.036601,4986.675788,3700.87974,3272.615024,4325.696756,5504.97724,6833.378912,8454.469536,11432.74592,11765.09976,13825.35712,10955.53801,12986.22269,12457.7686,16055.64532,0,0,0,0,0,0
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands (U.S.),0,0,30062.02251,31731.25662,35006.36144,40828.74609,41377.1466,44158.5054,39152.37507,38753.18254,39905.12842,38997.13732,37795.31926,34597.97669,33045.36438,34007.35294,35324.97489,35365.0693,36653.86305,38596.03071,39552.1686
Vietnam,390.0933309,404.8078612,430.0528724,480.5798343,546.909619,687.4797274,784.3723759,906.2842299,1149.424495,1217.268583,1673.329289,1942.08701,2178.043171,2354.874117,2545.416768,2581.622442,2745.565588,2974.117229,3230.927713,3425.089253,3526.274579
Vanuatu,1470.63587,1363.185058,1354.100243,1580.575634,1788.122206,1887.226576,2049.532809,2352.973255,2629.053124,2573.889015,2839.40634,3173.822022,2997.293432,2954.774511,2926.67996,2695.666186,2805.66532,3082.540055,3125.436014,3122.982599,2919.8368
World,5533.052968,5427.391189,5565.592514,6163.078955,6859.583985,7337.489822,7854.104396,8743.396033,9489.966012,8890.80115,9621.128288,10544.87581,10648.23722,10815.58001,10976.38345,10231.70259,10286.41133,10825.90237,11366.07367,11407.47933,10936.05747
Samoa,1483.807415,1518.29369,1597.378918,1878.672728,2283.070695,2652.996245,2763.933685,3150.586176,3499.460768,3402.849714,3566.458334,3933.459314,4022.177798,4037.813902,3937.186298,4073.729083,4109.663296,4258.978675,4187.504787,4322.868416,4068.078865
Kosovo,0,0,0,0,0,0,0,0,2965.449915,2847.555339,3009.559334,3540.891789,3410.85978,3704.784221,3902.676013,3520.766449,3759.560246,4009.380987,4384.048892,4416.108358,4310.811183
Yemen Rep.,554.4486653,550.3603645,579.8531406,620.382726,709.9653788,832.8441987,921.4183549,1017.292048,1229.246675,1116.084396,1334.784902,1374.621401,1446.536472,1607.152173,1674.002572,1601.807163,1152.738019,964.3403436,758.1459489,750.5545834,631.68149
South Africa,3374.718423,2971.819769,2797.087291,4217.11478,5409.133489,6033.101491,6266.533987,6780.884555,6350.65271,6532.736968,8148.961202,8810.930651,8222.197279,7467.079185,6988.808739,6259.839681,5756.965741,6690.939847,7005.095413,6624.761865,5655.867654
Zambia,345.6896207,382.9410352,382.2419633,435.4581994,538.591553,702.7411184,1047.918843,1124.290586,1394.0005,1159.907499,1489.459087,1672.907535,1763.069442,1878.346811,1762.427817,1338.290927,1280.806543,1535.196574,1516.368371,1305.001031,985.132436
Zimbabwe,563.0575041,568.3862905,530.5304463,478.0076044,482.9984515,476.5554025,447.8547399,431.7872587,356.6932344,771.5990323,948.331481,1093.653409,1304.968011,1429.998461,1434.896277,1445.069702,1464.588957,1235.189032,1254.642265,1316.740657,1214.50982
